web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1679869979-2736","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","15:00","Mayormente cubierto","20°","26 km/h","68%","1012 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1679869979-2737","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","15:30","Lluvia","20°","35 > 57 km/h","64%","1012 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1679869979-2738","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","15:46","Lluvia ligera","18°","26 km/h","77%","1012 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1679869979-2739","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","16:00","Lluvia ligera","18°","26 km/h","77%","1012 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1679869979-2740","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","16:30","Mayormente cubierto","19°","32 km/h","68%","1012 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1679869979-2741","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","17:00","Mayormente cubierto","19°","33 km/h","68%","1012 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1679869979-2742","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","17:10","Lluvia","19°","24 km/h","64%","1012 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1679869979-2743","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","17:30","Lluvia ligera","17°","30 km/h","72%","1013 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1679869979-2744","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","18:00","Lluvia ligera","17°","15 km/h","72%","1013 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1679869979-2745","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","18:30","Mayormente cubierto","17°","15 km/h","72%","1013 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1679869979-2746","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","19:00","Mayormente cubierto","17°","19 km/h","72%","1013 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1679869979-2747","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","19:30","Lluvia ligera","17°","17 km/h","77%","1013 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1679869979-2748","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","20:00","Mayormente cubierto","17°","17 km/h","72%","1014 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1679869979-2749","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","20:30","Parcialmente cubierto","17°","15 km/h","72%","1014 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1679869979-2750","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","21:00","Lluvia","17°","15 km/h","72%","1014 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1679869979-2751","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","21:13","Lluvia","17°","13 km/h","77%","1014 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1679869979-2752","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","21:30","Lluvia","17°","26 > 44 km/h","72%","1014 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1679869979-2753","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","22:00","Lluvia","16°","20 km/h","77%","1015 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1679869979-2754","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","22:30","Mayormente cubierto","17°","24 km/h","72%","1015 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1679869979-2755","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","23:00","Mayormente cubierto","17°","22 km/h","72%","1015 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1679869979-2756","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","23:30","Mayormente cubierto","17°","15 km/h","77%","1015 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1679869981-2757","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","00:00","Lluvia","16°","26 km/h","82%","1015 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2758","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2759","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","00:30","Lluvia","16°","22 km/h","82%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2760","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","01:00","Mayormente cubierto","17°","24 km/h","77%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2761","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","01:30","Mayormente cubierto","17°","24 km/h","77%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2762","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","02:00","Mayormente cubierto","17°","26 km/h","77%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2763","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","02:30","Mayormente cubierto","17°","20 km/h","77%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2764","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","03:00","Mayormente cubierto","17°","24 km/h","72%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2765","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","03:30","Lluvia","17°","26 km/h","77%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2766","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","04:00","Lluvia","17°","24 km/h","68%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2767","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","04:30","Mayormente cubierto","17°","24 km/h","72%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2768","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","05:00","Lluvia","17°","26 km/h","72%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2769","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","05:30","Lluvia","16°","22 km/h","82%","1015 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2770","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","06:00","Lluvia","17°","24 km/h","72%","1015 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2771","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","06:30","Lluvia","17°","26 km/h","77%","1015 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2772","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","07:00","Lluvia","17°","20 km/h","77%","1016 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2773","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","07:30","Mayormente cubierto","17°","20 km/h","77%","1016 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2774","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","08:00","Parcialmente cubierto","17°","19 km/h","72%","1016 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2775","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","08:30","Parcialmente cubierto","17°","19 km/h","72%","1016 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2776","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","09:00","Parcialmente cubierto","18°","19 km/h","73%","1017 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2777","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","09:30","Lluvia ligera","19°","20 km/h","68%","1017 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2778","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","10:00","Mayormente cubierto","18°","30 km/h","77%","1017 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2779","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","10:30","Parcialmente cubierto","19°","35 > 54 km/h","78%","1018 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2780","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","11:00","Mayormente cubierto","19°","39 km/h","78%","1018 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2781","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","11:30","Parcialmente cubierto","20°","41 km/h","68%","1018 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2782","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","12:00","Parcialmente cubierto","21°","43 km/h","64%","1018 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2783","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","12:30","Mayormente cubierto","21°","39 km/h","64%","1017 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2784","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","13:00","Mayormente cubierto","18°","32 km/h","83%","1017 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2785","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","13:30","Nubes dispersas","20°","32 > 50 km/h","73%","1017 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2786","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","14:00","Parcialmente cubierto","21°","32 km/h","60%","1016 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2787","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","14:30","Parcialmente cubierto","21°","37 km/h","60%","1016 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2788","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","15:00","Parcialmente cubierto","21°","39 km/h","60%","1016 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2789","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","15:30","Lluvia","21°","39 km/h","64%","1016 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2790","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","15:42","Lluvia","19°","33 km/h","78%","1017 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2791","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","16:00","Mayormente cubierto","20°","37 > 56 km/h","68%","1017 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2792","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","16:30","Parcialmente cubierto","20°","32 km/h","68%","1017 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2793","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","16:52","Lluvia","19°","35 km/h","78%","1017 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2794","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","17:00","Lluvia ligera","18°","30 > 48 km/h","83%","1017 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2795","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","17:30","Parcialmente cubierto","19°","24 km/h","78%","1017 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2796","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","18:00","Mayormente cubierto","19°","35 km/h","73%","1017 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2797","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","18:14","Lluvia","18°","33 km/h","83%","1018 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2798","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","18:30","Lluvia","18°","28 > 48 km/h","77%","1018 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2799","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","19:00","Parcialmente cubierto","18°","24 km/h","77%","1018 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2800","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","19:30","Parcialmente cubierto","19°","28 km/h","68%","1018 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2801","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","20:00","Mayormente cubierto","18°","24 km/h","77%","1019 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2802","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","20:30","Lluvia ligera","18°","19 km/h","77%","1019 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2803","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","21:00","Lluvia ligera","18°","20 km/h","77%","1019 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2804","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","21:30","Mayormente cubierto","18°","28 km/h","77%","1019 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2805","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","22:00","Lluvia","18°","28 km/h","77%","1020 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2806","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","22:30","Lluvia ligera","17°","33 km/h","82%","1020 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2807","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","23:00","Parcialmente cubierto","17°","26 km/h","82%","1020 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869981-2808","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 6 Diciembre 2019","23:30","Parcialmente cubierto","17°","28 km/h","82%","1020 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2019.html"
"1679869984-2809","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","00:00","Parcialmente cubierto","17°","33 km/h","82%","1020 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2810","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2811","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","00:30","Mayormente cubierto","18°","30 km/h","73%","1020 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2812","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","01:00","Parcialmente cubierto","18°","32 km/h","73%","1019 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2813","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","01:30","Parcialmente cubierto","17°","28 km/h","77%","1019 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2814","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","02:00","Parcialmente cubierto","17°","20 km/h","77%","1020 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2815","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","02:30","Parcialmente cubierto","17°","19 km/h","77%","1020 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2816","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","03:00","Parcialmente cubierto","17°","17 km/h","72%","1020 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2817","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","03:30","Mayormente cubierto","17°","15 km/h","77%","1021 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2818","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","04:00","Parcialmente cubierto","17°","17 km/h","77%","1021 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2819","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","04:30","Parcialmente cubierto","17°","19 km/h","72%","1021 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2820","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","05:00","Parcialmente cubierto","17°","20 km/h","72%","1021 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2821","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","05:30","Nubes dispersas","17°","20 km/h","72%","1021 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2822","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","06:00","Nubes dispersas","17°","22 km/h","72%","1020 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2823","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","06:30","Nubes dispersas","17°","22 km/h","72%","1021 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2824","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","07:00","Parcialmente cubierto","17°","22 km/h","77%","1021 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2825","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","07:30","Parcialmente cubierto","17°","20 km/h","77%","1021 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2826","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","08:00","Parcialmente cubierto","18°","22 km/h","73%","1022 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2827","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","08:30","Nubes dispersas","18°","22 km/h","77%","1022 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2828","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","09:00","Nubes dispersas","18°","22 km/h","77%","1022 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2829","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","09:30","Parcialmente cubierto","19°","32 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2830","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","10:00","Mayormente cubierto","20°","30 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2831","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","10:30","Mayormente cubierto","20°","32 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2832","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","11:00","Mayormente cubierto","21°","33 km/h","69%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2833","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","11:30","Mayormente cubierto","21°","33 km/h","69%","1024 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2834","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","12:00","Mayormente cubierto","21°","35 km/h","69%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2835","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","12:30","Mayormente cubierto","21°","33 km/h","69%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2836","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","13:00","Mayormente cubierto","21°","33 km/h","69%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2837","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","13:30","Mayormente cubierto","21°","37 km/h","69%","1022 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2838","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","14:00","Mayormente cubierto","21°","37 km/h","69%","1022 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2839","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","14:30","Mayormente cubierto","21°","33 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2840","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","15:00","Mayormente cubierto","21°","37 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2841","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","15:30","Mayormente cubierto","21°","35 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2842","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","16:00","Lluvia ligera","20°","35 km/h","73%","1022 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2843","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","16:30","Mayormente cubierto","20°","35 km/h","73%","1022 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2844","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","17:00","Mayormente cubierto","20°","37 km/h","73%","1022 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2845","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","17:30","Parcialmente cubierto","20°","39 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2846","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","18:00","Parcialmente cubierto","20°","37 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2847","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","18:30","Parcialmente cubierto","19°","39 km/h","78%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2848","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","19:00","Parcialmente cubierto","19°","35 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2849","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","19:30","Parcialmente cubierto","19°","32 km/h","78%","1024 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
"1679869984-2850","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 7 Diciembre 2019","20:00","Parcialmente cubierto","19°","37 km/h","78%","1024 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2019.html"
